start,end,sequence,rank,hardness
pulls,walks,pulls palls falls walls walks,0.0005093437635810518,3
cheat,cruft,cheat chest crest crust cruft,0.0005093437635810515,3
forgo,horse,forgo forge gorge gorse horse,0.0005093437635810515,3
slate,grave,slate slave clave crave grave,0.0005093437635810515,3
faces,pares,faces fades fares hares pares,0.0005093437635810515,2
paras,fores,paras parts ports forts fores,0.0004971751412429386,3
shade,scamp,shade share scare scarp scamp,0.0003789656671012602,3
liken,gyves,liken liven lives gives gyves,0.0003667970447631466,4
scope,scent,scope score scone scene scent,0.0003667970447631466,3
grand,brats,grand brand brans brays brats,0.0003667970447631466,3
scoop,stout,scoop scoot shoot shout stout,0.00024858757062146895,3
naked,paced,naked raked rated raced paced,0.00024858757062146857,2
vouch,rough,vouch touch tough dough rough,0.00023641894828335485,2
crime,slily,crime clime slime slimy slily,0.0001182094741416778,4
plant,plats,plant plans plane plate plats,0.00011820947414167768,2
bride,prise,bride pride prime prize prise,0.00011820947414167768,2
opine,swore,opine spine spire spore swore,0.00011820947414167768,4
fists,lases,fists mists masts lasts lases,0.00011820947414167699,3
glued,blind,glued blued bleed blend blind,0.00011820947414167699,3
grips,grand,grips grits grins grind grand,0.00010604085180356409,3
gorse,louse,gorse goose noose loose louse,0.00010604085180356409,2
porch,latch,porch parch march larch latch,0.0001060408518035634,3
noble,hobby,noble nobly nobby lobby hobby,0.00010604085180356271,3
drank,flank,drank crank clank blank flank,-1.216862233811393e-05,2
studs,slung,studs stuns stung swung slung,-1.2168622338114017e-05,3
baits,pants,baits gaits waits wants pants,-1.2168622338114017e-05,2
steer,steak,steer steep steed stead steak,-1.2168622338114103e-05,2
stage,slate,stage stave suave slave slate,-1.2168622338114276e-05,2
parts,vires,parts pares fares fires vires,-2.433724467622647e-05,3
brown,blobs,brown blown blows blots blobs,-2.4337244676227166e-05,3
drunk,prink,drunk drank drink crink prink,-2.4337244676227166e-05,2
chord,shark,chord chard shard sharp shark,-3.650586701434144e-05,3
slept,floes,slept sleet fleet flees floes,-0.00014254671881790484,4
crate,grove,crate grate grape grave grove,-0.0001425467188179052,3
noisy,price,noisy noise poise prise price,-0.00014254671881790528,4
wanes,wails,wanes wants waits waifs wails,-0.0001425467188179054,2
smote,stilt,smote smite smile stile stilt,-0.00014254671881790555,4
hallo,balds,hallo halls walls balls balds,-0.00014254671881790555,3
women,mover,women woven coven cover mover,-0.0001547153411560191,3
totes,bones,totes tokes tones zones bones,-0.0001547153411560191,2
wreck,bract,wreck wrack crack brack bract,-0.0002729248152976968,3
waifs,wales,waifs waits wants wanes wales,-0.0002729248152976968,2
faint,cling,faint feint flint fling cling,-0.00027292481529769683,3
budge,dodge,budge badge bodge lodge dodge,-0.00027292481529769716,2
slope,scent,slope scope scone scene scent,-0.0002850934376358097,4
pones,coxes,pones zones bones boxes coxes,-0.0002850934376358111,2
lives,miles,lives limes rimes riles miles,-0.00029726205997392536,2
shaft,shame,shaft shalt shale shade shame,-0.00040330291177748806,2
calms,bills,calms calls cills hills bills,-0.00040330291177748806,3
stile,share,stile style stale shale share,-0.00040330291177748806,3
blind,clink,blind blini blink slink clink,-0.0004033029117774884,2
sheds,steps,sheds shews slews stews steps,-0.00041547153411560097,2
tokes,bores,tokes toves tones bones bores,-0.0004154715341156016,2
shies,suits,shies shims ships shits suits,-0.0004276401564537154,2
frisk,crick,frisk brisk brick prick crick,-0.0005336810082572795,2
shaky,spice,shaky shake spake spike spice,-0.0005336810082572795,4
brick,prize,brick prick price prise prize,-0.0005336810082572795,3
coils,nails,coils toils tails fails nails,-0.0005336810082572797,2
heeds,shads,heeds needs seeds sheds shads,-0.00053368100825728,3
scant,plank,scant slant plant plane plank,-0.00053368100825728,3
spiky,shade,spiky spike spake spade shade,-0.00053368100825728,4
bough,youth,bough cough couth south youth,-0.0005458496305953936,2
stark,shale,stark stalk stale scale shale,-0.0006640591047370706,3
hedge,lodge,hedge wedge sedge ledge lodge,-0.000664059104737071,2
grave,orate,grave crave crate prate orate,-0.000664059104737071,2
badly,pally,badly sadly sally rally pally,-0.0006640591047370713,2
tombs,named,tombs tomes tames names named,-0.0006762277270751842,4
space,shine,space spice spire shire shine,-0.0007944372012168622,3
walls,fills,walls galls palls falls fills,-0.0007944372012168623,2
based,cured,based baked bared cared cured,-0.0007944372012168623,3
palsy,balls,palsy palmy palms balms balls,-0.0007944372012168626,3
dodge,sedge,dodge lodge ledge wedge sedge,-0.0007944372012168626,2
grata,craze,grata grate grave crave craze,-0.0007944372012168626,3
berth,girts,berth birth mirth girth girts,-0.0007944372012168626,3
dulse,curse,dulse pulse purse nurse curse,-0.0007944372012168629,2
cruft,grift,cruft craft draft drift grift,-0.0008066058235549758,2
rapes,waxed,rapes raves waves waxes waxed,-0.0008066058235549759,3
perch,lurch,perch parch march larch lurch,-0.0008066058235549761,2
slops,shies,slops slaps slips ships shies,-0.0008187744458930897,3
moans,heals,moans means meals veals heals,-0.0008187744458930904,3
crazy,blaze,crazy craze graze glaze blaze,-0.0009248152976966534,3
cello,balls,cello cells calls galls balls,-0.0009248152976966534,3
aloud,flour,aloud cloud clout flout flour,-0.0009248152976966538,2
clink,chuck,clink click chick check chuck,-0.0009248152976966538,3
styli,stoke,styli style stale stake stoke,-0.000924815297696654,3
berry,harry,berry jerry merry marry harry,-0.000924815297696654,2
horde,gorge,horde horse worse gorse gorge,-0.0009369839200347674,2
shire,stony,shire shine shone stone stony,-0.0009369839200347674,4
oases,pines,oases cases canes panes pines,-0.0009369839200347677,3
minds,winos,minds hinds winds wings winos,-0.000936983920034768,2
snuck,stars,snuck stuck stack stark stars,-0.000936983920034768,4
liner,loser,liner loner lower lover loser,-0.0009491525423728813,2
clang,flunk,clang cling clung flung flunk,-0.001055193394176445,3
snout,spurn,snout snort sport spurt spurn,-0.001055193394176445,4
masks,casts,masks tasks casks casus casts,-0.001055193394176445,2
facet,gated,facet faced fated hated gated,-0.001055193394176445,3
gloss,flows,gloss glows plows blows flows,-0.0010551933941764455,2
risen,river,risen riser riper rimer river,-0.0010551933941764455,2
blows,floss,blows flows glows gloss floss,-0.0010551933941764455,2
curse,surge,curse nurse purse purge surge,-0.0010551933941764455,2
train,trice,train trait tract trace trice,-0.0010673620165145587,3
money,missy,money mosey mossy messy missy,-0.0010795306388526721,3
jerks,berms,jerks perks perms terms berms,-0.0010916992611907865,2
bergs,trams,bergs berms terms teams trams,-0.0010916992611907871,4
score,snare,score swore sware scare snare,-0.0011855714906562364,2
razor,razed,razor razer gazer gazed razed,-0.0011855714906562364,2
crash,brisk,crash crush brush brusk brisk,-0.0011855714906562364,3
refer,rises,refer rifer riser risen rises,-0.0011855714906562364,3
crane,grace,crane craze braze brace grace,-0.0011855714906562364,2
clave,stake,clave slave shave stave stake,-0.0011855714906562366,3
fault,haunt,fault vault vaunt gaunt haunt,-0.0011855714906562366,2
godly,folly,godly golly jolly holly folly,-0.0011855714906562366,2
roust,blast,roust roast boast beast blast,-0.001185571490656237,3
maven,saved,maven haven raven raved saved,-0.001185571490656237,2
weest,dress,weest wrest crest cress dress,-0.0011977401129943492,3
mined,lived,mined dined fined lined lived,-0.0011977401129943499,2
wrung,brink,wrung wring bring briny brink,-0.0011977401129943499,3
spurn,spare,spurn spurt sport spore spare,-0.0011977401129943499,2
bunko,bones,bunko bunks bonks bonds bones,-0.0011977401129943505,3
looks,sicks,looks locks mocks micks sicks,-0.0011977401129943505,3
palms,wails,palms palls pails sails wails,-0.0011977401129943512,3
prune,shove,prune prone phone shone shove,-0.0013159495871360278,4
mints,sinks,mints minus minds minks sinks,-0.001315949587136028,2
grace,glade,grace graze glaze glare glade,-0.001315949587136028,2
belie,sells,belie belle bells tells sells,-0.001315949587136028,3
ruins,gains,ruins reins rains pains gains,-0.0013159495871360282,2
nurse,carne,nurse curse curve carve carne,-0.0013159495871360282,3
chili,swell,chili chill shill shell swell,-0.0013159495871360282,4
bulls,tells,bulls bolls bells sells tells,-0.0013159495871360282,2
adorn,shore,adorn acorn scorn score shore,-0.0013281182094741413,3
thick,cluck,thick chick chock chuck cluck,-0.001328118209474142,3
raved,rapid,raved razed raced raped rapid,-0.0014463276836158192,2
truck,prick,truck truce trice trick prick,-0.0014463276836158192,2
homes,ropes,homes hopes holes roles ropes,-0.0014463276836158194,2
hairs,tardy,hairs hairy harry hardy tardy,-0.0014463276836158196,4
scowl,shops,scowl scows snows shows shops,-0.0014463276836158196,3
blame,graze,blame blade blaze braze graze,-0.0014463276836158196,3
sadly,bandy,sadly sally bally baldy bandy,-0.0014463276836158196,3
holes,hoods,holes holds folds foods hoods,-0.0014463276836158196,2
scops,knobs,scops scows snows knows knobs,-0.0014584963059539329,3
gross,goats,gross grass grads goads goats,-0.0014584963059539329,3
oaths,pales,oaths maths mates males pales,-0.0014584963059539329,3
yarns,lards,yarns yards cards bards lards,-0.001458496305953933,2
sheen,shoes,sheen sheet sheer shoer shoes,-0.001458496305953933,2
knobs,soots,knobs knows snows snots soots,-0.001458496305953933,3
reuse,mousy,reuse rouse youse mouse mousy,-0.0014584963059539335,3
bravo,grate,bravo brave grave grade grate,-0.0014584963059539337,3
trees,grass,trees treys trays grays grass,-0.0014706649282920452,3
tomes,camps,tomes domes comes comps camps,-0.0014706649282920474,3
coups,nones,coups comps comes cones nones,-0.0014706649282920474,3
covet,comps,covet comet comer comes comps,-0.0014706649282920474,3
neato,heats,neato neath death heath heats,-0.001482833550630161,2
stake,stilt,stake stale stole stile stilt,-0.0015767057800956108,3
backs,basic,backs basks basis basin basic,-0.0015767057800956108,3
waved,caged,waved caved cawed cased caged,-0.0015767057800956112,2
grows,grass,grows groks grogs gross grass,-0.0015888744024337236,2
brink,price,brink drink prink prick price,-0.0015888744024337245,3
warty,potty,warty party purty putty potty,-0.0015888744024337245,3
maser,jakes,maser baser baker bakes jakes,-0.0016010430247718373,3
maced,faker,maced macer maker baker faker,-0.0016010430247718373,3
loses,loped,loses loser lower lowed loped,-0.001601043024771838,2
tired,fires,tired aired mired fired fires,-0.001707083876575402,2
bills,hails,bills hills halls hauls hails,-0.001707083876575402,3
sills,bulls,sills pills hills hulls bulls,-0.001707083876575402,2
wheee,cheat,wheee wheel wheal wheat cheat,-0.0017070838765754024,3
grope,grace,grope grape grate graze grace,-0.0017070838765754024,2
moots,nooks,moots roots rooms rooks nooks,-0.0017192524989135152,2
burns,trams,burns turns tuans trans trams,-0.0017192524989135156,4
beamy,brass,beamy beams beats brats brass,-0.0018374619730551934,3
clock,clunk,clock click clink clank clunk,-0.0018374619730551936,2
lover,navel,lover hover hovel novel navel,-0.0018374619730551936,3
murky,busty,murky musky dusky dusty busty,-0.0018374619730551936,3
piled,wised,piled tiled oiled wiled wised,-0.0018374619730551936,2
timid,hired,timid timed aimed aired hired,-0.0018374619730551936,3
buret,burps,buret burst burnt burns burps,-0.0018496305953933068,2
lower,voter,lower cower mower vower voter,-0.0018617992177314211,2
kooks,looms,kooks books rooks looks looms,-0.0018617992177314211,2
glade,slice,glade glide elide slide slice,-0.0019678400695349848,3
hangs,pants,hangs gangs tangs pangs pants,-0.0019678400695349848,2
verbs,deeds,verbs herbs herds heeds deeds,-0.0019678400695349848,3
faery,daily,faery fairy hairy dairy daily,-0.001967840069534985,3
firth,birch,firth mirth girth birth birch,-0.001967840069534985,2
worse,forte,worse gorse gorge forge forte,-0.0019800086918730984,2
shako,swart,shako shake share sware swart,-0.001980008691873099,3
cooks,booms,cooks looks looms zooms booms,-0.001980008691873099,2
stied,stead,stied steed steel steal stead,-0.0019800086918730993,2
rogue,valve,rogue vogue vague value valve,-0.0019800086918730993,4
guise,quilt,guise guide guile guilt quilt,-0.0020982181660147764,3
lands,banns,lands rands sands bands banns,-0.0020982181660147764,2
pikes,wines,pikes pipes piles wiles wines,-0.0020982181660147764,2
plugs,stump,plugs slugs slums slump stump,-0.0020982181660147764,4
slime,glads,slime slide glide glade glads,-0.0020982181660147764,4
bally,sulky,bally bully bulgy bulky sulky,-0.0020982181660147764,3
wears,deeds,wears rears reads deads deeds,-0.0020982181660147764,3
breed,trees,breed treed freed frees trees,-0.0021103867883528887,2
